MatchType;MatchValue;IDE;Target;Publisher;ExtensionId;DisplayName;LatestVersion;InstallCount;AverageRating;RatingCount;MarketplaceTags;MarketplaceUrl
Tag;ollama;VSCode;Microsoft.VisualStudio.Code;jianxiaofei;ai-message;AI-message;0.0.43;113;;;;https://marketplace.visualstudio.com/items?itemName=jianxiaofei.ai-message
Tag;ai;VSCode;Microsoft.VisualStudio.Code;jiaxp3;ai-code-count;AI Code Count;0.0.7;121;5;1;;https://marketplace.visualstudio.com/items?itemName=jiaxp3.ai-code-count
Tag;ai;VSCode;Microsoft.VisualStudio.Code;jiaxp3;le-tools;Le Tools;1.1.5;19;5;1;;https://marketplace.visualstudio.com/items?itemName=jiaxp3.le-tools
Tag;ai;VSCode;Microsoft.VisualStudio.Code;jieky;ai-agent-vscode;AI Agent Hub;0.0.35;90;;;;https://marketplace.visualstudio.com/items?itemName=jieky.ai-agent-vscode
Tag;anthropic;VSCode;Microsoft.VisualStudio.Code;jieky;ai-agent-vscode;AI Agent Hub;0.0.35;90;;;;https://marketplace.visualstudio.com/items?itemName=jieky.ai-agent-vscode
Tag;chatgpt;VSCode;Microsoft.VisualStudio.Code;jieky;ai-agent-vscode;AI Agent Hub;0.0.35;90;;;;https://marketplace.visualstudio.com/items?itemName=jieky.ai-agent-vscode
Tag;openai;VSCode;Microsoft.VisualStudio.Code;jieky;ai-agent-vscode;AI Agent Hub;0.0.35;90;;;;https://marketplace.visualstudio.com/items?itemName=jieky.ai-agent-vscode
Category;AI;VSCode;Microsoft.VisualStudio.Code;jinno;codelens-sample;Jinno: Live Preview React components with AI. For React, NextJS and Javascript to develop better design systems.;2.13.3;10783;5;14;;https://marketplace.visualstudio.com/items?itemName=jinno.codelens-sample
Tag;ai;VSCode;Microsoft.VisualStudio.Code;jinno;codelens-sample;Jinno: Live Preview React components with AI. For React, NextJS and Javascript to develop better design systems.;2.13.3;10787;5;14;;https://marketplace.visualstudio.com/items?itemName=jinno.codelens-sample
Tag;chatgpt;VSCode;Microsoft.VisualStudio.Code;jinno;codelens-sample;Jinno: Live Preview React components with AI. For React, NextJS and Javascript to develop better design systems.;2.13.3;10791;5;14;;https://marketplace.visualstudio.com/items?itemName=jinno.codelens-sample
Tag;claude;VSCode;Microsoft.VisualStudio.Code;jinno;codelens-sample;Jinno: Live Preview React components with AI. For React, NextJS and Javascript to develop better design systems.;2.13.3;10791;5;14;;https://marketplace.visualstudio.com/items?itemName=jinno.codelens-sample
Tag;copilot;VSCode;Microsoft.VisualStudio.Code;jinno;codelens-sample;Jinno: Live Preview React components with AI. For React, NextJS and Javascript to develop better design systems.;2.13.3;10795;5;14;;https://marketplace.visualstudio.com/items?itemName=jinno.codelens-sample
Tag;openai;VSCode;Microsoft.VisualStudio.Code;jinno;codelens-sample;Jinno: Live Preview React components with AI. For React, NextJS and Javascript to develop better design systems.;2.13.3;10781;5;14;;https://marketplace.visualstudio.com/items?itemName=jinno.codelens-sample
Category;AI;VSCode;Microsoft.VisualStudio.Code;jitera;jitera;Jitera: AI Programming Agent;2.19.15;2751;5;8;;https://marketplace.visualstudio.com/items?itemName=jitera.jitera
Tag;ai;VSCode;Microsoft.VisualStudio.Code;jitera;jitera;Jitera: AI Programming Agent;2.19.15;2753;5;8;;https://marketplace.visualstudio.com/items?itemName=jitera.jitera
Tag;chatgpt;VSCode;Microsoft.VisualStudio.Code;jitera;jitera;Jitera: AI Programming Agent;2.19.15;2753;5;8;;https://marketplace.visualstudio.com/items?itemName=jitera.jitera
Tag;claude;VSCode;Microsoft.VisualStudio.Code;jitera;jitera;Jitera: AI Programming Agent;2.19.15;2753;5;8;;https://marketplace.visualstudio.com/items?itemName=jitera.jitera
Tag;copilot;VSCode;Microsoft.VisualStudio.Code;jitera;jitera;Jitera: AI Programming Agent;2.19.15;2756;5;8;;https://marketplace.visualstudio.com/items?itemName=jitera.jitera
Tag;llama;VSCode;Microsoft.VisualStudio.Code;jitera;jitera;Jitera: AI Programming Agent;2.19.15;2750;5;8;;https://marketplace.visualstudio.com/items?itemName=jitera.jitera
Tag;mistral;VSCode;Microsoft.VisualStudio.Code;jitera;jitera;Jitera: AI Programming Agent;2.19.15;2755;5;8;;https://marketplace.visualstudio.com/items?itemName=jitera.jitera
Tag;ai;VSCode;Microsoft.VisualStudio.Code;jlcodes;antigravity-cockpit;Antigravity Cockpit;1.8.37;2051;5;1;;https://marketplace.visualstudio.com/items?itemName=jlcodes.antigravity-cockpit
Tag;ai;VSCode;Microsoft.VisualStudio.Code;jmedsan;code-reference-copier;Code Reference Copier;1.1.11;14;;;;https://marketplace.visualstudio.com/items?itemName=jmedsan.code-reference-copier
Tag;claude;VSCode;Microsoft.VisualStudio.Code;jmedsan;code-reference-copier;Code Reference Copier;1.1.11;14;;;;https://marketplace.visualstudio.com/items?itemName=jmedsan.code-reference-copier
Tag;copilot;VSCode;Microsoft.VisualStudio.Code;jmedsan;code-reference-copier;Code Reference Copier;1.1.11;14;;;;https://marketplace.visualstudio.com/items?itemName=jmedsan.code-reference-copier
Tag;claude;VSCode;Microsoft.VisualStudio.Code;jnahian;jnahian-claude-theme;Claude Theme by jnahian;0.2.0;718;;;;https://marketplace.visualstudio.com/items?itemName=jnahian.jnahian-claude-theme
Category;AI;VSCode;Microsoft.VisualStudio.Code;jnorthrup;bao-cline;Bao Cline;2.2.14;1373;;;;https://marketplace.visualstudio.com/items?itemName=jnorthrup.bao-cline
Tag;ai;VSCode;Microsoft.VisualStudio.Code;jnorthrup;bao-cline;Bao Cline;2.2.14;1373;;;;https://marketplace.visualstudio.com/items?itemName=jnorthrup.bao-cline
Tag;chatgpt;VSCode;Microsoft.VisualStudio.Code;jnorthrup;bao-cline;Bao Cline;2.2.14;1373;;;;https://marketplace.visualstudio.com/items?itemName=jnorthrup.bao-cline
Tag;claude;VSCode;Microsoft.VisualStudio.Code;jnorthrup;bao-cline;Bao Cline;2.2.14;1373;;;;https://marketplace.visualstudio.com/items?itemName=jnorthrup.bao-cline
Tag;llama;VSCode;Microsoft.VisualStudio.Code;jnorthrup;bao-cline;Bao Cline;2.2.14;1373;;;;https://marketplace.visualstudio.com/items?itemName=jnorthrup.bao-cline
Tag;ai;VSCode;Microsoft.VisualStudio.Code;joaodavidsilva;markdown-exporter;Selection Markdown Exporter;1.0.9;8;;;;https://marketplace.visualstudio.com/items?itemName=joaodavidsilva.markdown-exporter
Category;AI;VSCode;Microsoft.VisualStudio.Code;joaoferreira981011;stryker-watcher;Stryker Watcher;1.0.0;11;;;;https://marketplace.visualstudio.com/items?itemName=joaoferreira981011.stryker-watcher
Tag;ai;VSCode;Microsoft.VisualStudio.Code;joaojanini;fileprompt;FilePrompt;0.1.0;25;;;;https://marketplace.visualstudio.com/items?itemName=joaojanini.fileprompt
Category;AI;VSCode;Microsoft.VisualStudio.Code;johnmeshulam;copilot-draw;Copilot Draw;1.0.0;80;;;;https://marketplace.visualstudio.com/items?itemName=johnmeshulam.copilot-draw
Category;AI;VSCode;Microsoft.VisualStudio.Code;johnny-zhao;oai-compatible-copilot;OAI Compatible Provider for Copilot;0.2.4;9543;5;16;;https://marketplace.visualstudio.com/items?itemName=johnny-zhao.oai-compatible-copilot
Tag;ai;VSCode;Microsoft.VisualStudio.Code;johnny-zhao;oai-compatible-copilot;OAI Compatible Provider for Copilot;0.2.4;9543;5;16;;https://marketplace.visualstudio.com/items?itemName=johnny-zhao.oai-compatible-copilot
Tag;anthropic;VSCode;Microsoft.VisualStudio.Code;johnny-zhao;oai-compatible-copilot;OAI Compatible Provider for Copilot;0.2.4;9625;5;16;;https://marketplace.visualstudio.com/items?itemName=johnny-zhao.oai-compatible-copilot
Tag;claude;VSCode;Microsoft.VisualStudio.Code;johnny-zhao;oai-compatible-copilot;OAI Compatible Provider for Copilot;0.2.4;9603;5;16;;https://marketplace.visualstudio.com/items?itemName=johnny-zhao.oai-compatible-copilot
Tag;copilot;VSCode;Microsoft.VisualStudio.Code;johnny-zhao;oai-compatible-copilot;OAI Compatible Provider for Copilot;0.2.4;9678;5;16;;https://marketplace.visualstudio.com/items?itemName=johnny-zhao.oai-compatible-copilot
Tag;gemini;VSCode;Microsoft.VisualStudio.Code;johnny-zhao;oai-compatible-copilot;OAI Compatible Provider for Copilot;0.2.4;9672;5;16;;https://marketplace.visualstudio.com/items?itemName=johnny-zhao.oai-compatible-copilot
Tag;ollama;VSCode;Microsoft.VisualStudio.Code;johnny-zhao;oai-compatible-copilot;OAI Compatible Provider for Copilot;0.2.4;9544;5;16;;https://marketplace.visualstudio.com/items?itemName=johnny-zhao.oai-compatible-copilot
Tag;openai;VSCode;Microsoft.VisualStudio.Code;johnny-zhao;oai-compatible-copilot;OAI Compatible Provider for Copilot;0.2.4;9543;5;16;;https://marketplace.visualstudio.com/items?itemName=johnny-zhao.oai-compatible-copilot
Tag;ai;VSCode;Microsoft.VisualStudio.Code;johnoseni;is-ai-code-vscode;AI Code Detector;1.0.1;219;;;;https://marketplace.visualstudio.com/items?itemName=johnoseni.is-ai-code-vscode
Tag;chatgpt;VSCode;Microsoft.VisualStudio.Code;johnoseni;is-ai-code-vscode;AI Code Detector;1.0.1;219;;;;https://marketplace.visualstudio.com/items?itemName=johnoseni.is-ai-code-vscode
Tag;copilot;VSCode;Microsoft.VisualStudio.Code;johnoseni;is-ai-code-vscode;AI Code Detector;1.0.1;219;;;;https://marketplace.visualstudio.com/items?itemName=johnoseni.is-ai-code-vscode
Category;AI;VSCode;Microsoft.VisualStudio.Code;jolt;bridge;Jolt AI: Your Instant Codebase Expert;0.3.45;1036;5;5;;https://marketplace.visualstudio.com/items?itemName=jolt.bridge
Tag;ai;VSCode;Microsoft.VisualStudio.Code;jomgos;vscode-doomscroller;DoomScroller;1.0.1;26;5;2;;https://marketplace.visualstudio.com/items?itemName=jomgos.vscode-doomscroller
Tag;chatgpt;VSCode;Microsoft.VisualStudio.Code;jonathan-yeung;mark-sharp;Mark Sharp — Markdown Editor;1.9.1;19831;5;14;;https://marketplace.visualstudio.com/items?itemName=jonathan-yeung.mark-sharp
Tag;claude;VSCode;Microsoft.VisualStudio.Code;jonghunkwon;fe-workflow-vscode-extension;Frontend Workflow Helper;1.1.0;4;;;;https://marketplace.visualstudio.com/items?itemName=jonghunkwon.fe-workflow-vscode-extension
Tag;ai;VSCode;Microsoft.VisualStudio.Code;jonpena;rocket-commit;Rocket Commit;1.1.0;7;;;;https://marketplace.visualstudio.com/items?itemName=jonpena.rocket-commit
Tag;llm;VSCode;Microsoft.VisualStudio.Code;jonpena;rocket-commit;Rocket Commit;1.1.0;7;;;;https://marketplace.visualstudio.com/items?itemName=jonpena.rocket-commit
Category;AI;VSCode;Microsoft.VisualStudio.Code;jorcelinojunior;mdize;MDize;1.0.5;52;;;;https://marketplace.visualstudio.com/items?itemName=jorcelinojunior.mdize
Tag;llm;VSCode;Microsoft.VisualStudio.Code;jorcelinojunior;mdize;MDize;1.0.5;52;;;;https://marketplace.visualstudio.com/items?itemName=jorcelinojunior.mdize
Category;AI;VSCode;Microsoft.VisualStudio.Code;josephgodwinke;vscode-ollama-assistant;Ollama Assistant;1.0.0;2006;;;;https://marketplace.visualstudio.com/items?itemName=josephgodwinke.vscode-ollama-assistant
Category;AI;VSCode;Microsoft.VisualStudio.Code;josha0ngel03;testdata-kun;testdata-kun;1.0.2;8;;;;https://marketplace.visualstudio.com/items?itemName=josha0ngel03.testdata-kun
Tag;chatgpt;VSCode;Microsoft.VisualStudio.Code;jovian;jobot;Jobot Code Assistant - Powered by ChatGPT;0.1.7;970;5;3;;https://marketplace.visualstudio.com/items?itemName=jovian.jobot
Tag;copilot;VSCode;Microsoft.VisualStudio.Code;jovian;jobot;Jobot Code Assistant - Powered by ChatGPT;0.1.7;970;5;3;;https://marketplace.visualstudio.com/items?itemName=jovian.jobot
Tag;openai;VSCode;Microsoft.VisualStudio.Code;jovian;jobot;Jobot Code Assistant - Powered by ChatGPT;0.1.7;970;5;3;;https://marketplace.visualstudio.com/items?itemName=jovian.jobot
Category;AI;VSCode;Microsoft.VisualStudio.Code;jovyan-ai;jovyan;Jovyan AI;1.10.0;137;5;3;;https://marketplace.visualstudio.com/items?itemName=jovyan-ai.jovyan
Tag;ai;VSCode;Microsoft.VisualStudio.Code;jovyan-ai;jovyan;Jovyan AI;1.10.0;137;5;3;;https://marketplace.visualstudio.com/items?itemName=jovyan-ai.jovyan
Tag;chatgpt;VSCode;Microsoft.VisualStudio.Code;jovyan-ai;jovyan;Jovyan AI;1.10.0;137;5;3;;https://marketplace.visualstudio.com/items?itemName=jovyan-ai.jovyan
Tag;claude;VSCode;Microsoft.VisualStudio.Code;jovyan-ai;jovyan;Jovyan AI;1.10.0;137;5;3;;https://marketplace.visualstudio.com/items?itemName=jovyan-ai.jovyan
Tag;llama;VSCode;Microsoft.VisualStudio.Code;jovyan-ai;jovyan;Jovyan AI;1.10.0;137;5;3;;https://marketplace.visualstudio.com/items?itemName=jovyan-ai.jovyan
Category;AI;VSCode;Microsoft.VisualStudio.Code;joygqz;commit-genie;Commit Genie;2.2.11;64;5;1;;https://marketplace.visualstudio.com/items?itemName=joygqz.commit-genie
Tag;ai;VSCode;Microsoft.VisualStudio.Code;joygqz;commit-genie;Commit Genie;2.2.11;64;5;1;;https://marketplace.visualstudio.com/items?itemName=joygqz.commit-genie
Tag;chatgpt;VSCode;Microsoft.VisualStudio.Code;joygqz;commit-genie;Commit Genie;2.2.11;64;5;1;;https://marketplace.visualstudio.com/items?itemName=joygqz.commit-genie
Tag;deepseek;VSCode;Microsoft.VisualStudio.Code;joygqz;commit-genie;Commit Genie;2.2.11;64;5;1;;https://marketplace.visualstudio.com/items?itemName=joygqz.commit-genie
Tag;llm;VSCode;Microsoft.VisualStudio.Code;joygqz;commit-genie;Commit Genie;2.2.11;64;5;1;;https://marketplace.visualstudio.com/items?itemName=joygqz.commit-genie
Tag;openai;VSCode;Microsoft.VisualStudio.Code;joygqz;commit-genie;Commit Genie;2.2.11;64;5;1;;https://marketplace.visualstudio.com/items?itemName=joygqz.commit-genie
Category;AI;VSCode;Microsoft.VisualStudio.Code;joysonais;jaic;JAIC;1.0.0;85;;;;https://marketplace.visualstudio.com/items?itemName=joysonais.jaic
Tag;ai;VSCode;Microsoft.VisualStudio.Code;joysonais;jaic;JAIC;1.0.0;85;;;;https://marketplace.visualstudio.com/items?itemName=joysonais.jaic
Tag;chatgpt;VSCode;Microsoft.VisualStudio.Code;joysonais;jaic;JAIC;1.0.0;85;;;;https://marketplace.visualstudio.com/items?itemName=joysonais.jaic
Tag;claude;VSCode;Microsoft.VisualStudio.Code;joysonais;jaic;JAIC;1.0.0;85;;;;https://marketplace.visualstudio.com/items?itemName=joysonais.jaic
Tag;copilot;VSCode;Microsoft.VisualStudio.Code;joysonais;jaic;JAIC;1.0.0;85;;;;https://marketplace.visualstudio.com/items?itemName=joysonais.jaic
Tag;llama;VSCode;Microsoft.VisualStudio.Code;joysonais;jaic;JAIC;1.0.0;85;;;;https://marketplace.visualstudio.com/items?itemName=joysonais.jaic
Tag;mistral;VSCode;Microsoft.VisualStudio.Code;joysonais;jaic;JAIC;1.0.0;85;;;;https://marketplace.visualstudio.com/items?itemName=joysonais.jaic
Tag;claude;VSCode;Microsoft.VisualStudio.Code;jpegg-dev;claude-code-settings-helper;Claude Code Settings Helper;0.1.0;11;;;;https://marketplace.visualstudio.com/items?itemName=jpegg-dev.claude-code-settings-helper
Category;AI;VSCode;Microsoft.VisualStudio.Code;jraylan;seamless-agent;Seamless Agent;0.1.19;546;5;3;;https://marketplace.visualstudio.com/items?itemName=jraylan.seamless-agent
Tag;ai;VSCode;Microsoft.VisualStudio.Code;jraylan;seamless-agent;Seamless Agent;0.1.19;546;5;3;;https://marketplace.visualstudio.com/items?itemName=jraylan.seamless-agent
Tag;copilot;VSCode;Microsoft.VisualStudio.Code;jraylan;seamless-agent;Seamless Agent;0.1.19;545;5;3;;https://marketplace.visualstudio.com/items?itemName=jraylan.seamless-agent
Tag;ai;VSCode;Microsoft.VisualStudio.Code;juaniitos;ai-commit-pro;AI Commit Pro;0.0.1;8;;;;https://marketplace.visualstudio.com/items?itemName=juaniitos.ai-commit-pro
Tag;anthropic;VSCode;Microsoft.VisualStudio.Code;juaniitos;ai-commit-pro;AI Commit Pro;0.0.1;8;;;;https://marketplace.visualstudio.com/items?itemName=juaniitos.ai-commit-pro
Tag;claude;VSCode;Microsoft.VisualStudio.Code;juaniitos;ai-commit-pro;AI Commit Pro;0.0.1;8;;;;https://marketplace.visualstudio.com/items?itemName=juaniitos.ai-commit-pro
Tag;ai;VSCode;Microsoft.VisualStudio.Code;juanlb;claude-commit;Claude Commit;1.0.1;1549;5;1;;https://marketplace.visualstudio.com/items?itemName=juanlb.claude-commit
Tag;anthropic;VSCode;Microsoft.VisualStudio.Code;juanlb;claude-commit;Claude Commit;1.0.1;1553;5;1;;https://marketplace.visualstudio.com/items?itemName=juanlb.claude-commit
Tag;claude;VSCode;Microsoft.VisualStudio.Code;juanlb;claude-commit;Claude Commit;1.0.1;1551;5;1;;https://marketplace.visualstudio.com/items?itemName=juanlb.claude-commit
Category;AI;VSCode;Microsoft.VisualStudio.Code;juanmaguitar;cursor-rules-downloader;Cursor Rules Downloader;1.0.10;57;;;;https://marketplace.visualstudio.com/items?itemName=juanmaguitar.cursor-rules-downloader
Category;AI;VSCode;Microsoft.VisualStudio.Code;juanmaguitar;custom-cursor-rules-multirepo;Custom Cursor Rules Multirepo;1.1.0;114;;;;https://marketplace.visualstudio.com/items?itemName=juanmaguitar.custom-cursor-rules-multirepo
Tag;ai;VSCode;Microsoft.VisualStudio.Code;junfeng;diflow;DiFlow;1.1.6;7;;;;https://marketplace.visualstudio.com/items?itemName=junfeng.diflow
Tag;chatgpt;VSCode;Microsoft.VisualStudio.Code;junfeng;diflow;DiFlow;1.1.6;7;;;;https://marketplace.visualstudio.com/items?itemName=junfeng.diflow
Category;AI;VSCode;Microsoft.VisualStudio.Code;junmin;ai-buddy;AI Buddy;0.0.48;36;;;;https://marketplace.visualstudio.com/items?itemName=junmin.ai-buddy
Category;AI;VSCode;Microsoft.VisualStudio.Code;junmin;azure-ai;Azure AI;0.0.30;498;;;;https://marketplace.visualstudio.com/items?itemName=junmin.azure-ai
Category;AI;VSCode;Microsoft.VisualStudio.Code;justwe9517;human-clarification;Human Clarification;1.2.11;48;;;;https://marketplace.visualstudio.com/items?itemName=justwe9517.human-clarification
Tag;ai;VSCode;Microsoft.VisualStudio.Code;justwe9517;human-clarification;Human Clarification;1.2.11;48;;;;https://marketplace.visualstudio.com/items?itemName=justwe9517.human-clarification
Tag;copilot;VSCode;Microsoft.VisualStudio.Code;justwe9517;human-clarification;Human Clarification;1.2.11;48;;;;https://marketplace.visualstudio.com/items?itemName=justwe9517.human-clarification
Category;AI;VSCode;Microsoft.VisualStudio.Code;jxh;fkjs;Copilot Chat fkjs;1.0.1;59;;;;https://marketplace.visualstudio.com/items?itemName=jxh.fkjs
Tag;ai;VSCode;Microsoft.VisualStudio.Code;kaishaerdev;nanoscope-debugger;Nanoscope Debugger;0.0.3;28;5;1;;https://marketplace.visualstudio.com/items?itemName=kaishaerdev.nanoscope-debugger
Tag;chatgpt;VSCode;Microsoft.VisualStudio.Code;kaishaerdev;nanoscope-debugger;Nanoscope Debugger;0.0.3;28;5;1;;https://marketplace.visualstudio.com/items?itemName=kaishaerdev.nanoscope-debugger
Tag;openai;VSCode;Microsoft.VisualStudio.Code;kaishaerdev;nanoscope-debugger;Nanoscope Debugger;0.0.3;28;5;1;;https://marketplace.visualstudio.com/items?itemName=kaishaerdev.nanoscope-debugger
Tag;ai;VSCode;Microsoft.VisualStudio.Code;kaixuan;za-cursor-rules;ZA AI Rules;0.0.2;40;5;1;;https://marketplace.visualstudio.com/items?itemName=kaixuan.za-cursor-rules
Tag;ai;VSCode;Microsoft.VisualStudio.Code;kalculus;kalai-agent;Kalai Agent;2.0.2;236;;;;https://marketplace.visualstudio.com/items?itemName=kalculus.kalai-agent
Tag;copilot;VSCode;Microsoft.VisualStudio.Code;kalculus;kalai-agent;Kalai Agent;2.0.2;236;;;;https://marketplace.visualstudio.com/items?itemName=kalculus.kalai-agent
Tag;ai;VSCode;Microsoft.VisualStudio.Code;kalmantic;peakinfer;PeakInfer;1.0.0;2;;;;https://marketplace.visualstudio.com/items?itemName=kalmantic.peakinfer
Tag;anthropic;VSCode;Microsoft.VisualStudio.Code;kalmantic;peakinfer;PeakInfer;1.0.0;2;;;;https://marketplace.visualstudio.com/items?itemName=kalmantic.peakinfer
Tag;langchain;VSCode;Microsoft.VisualStudio.Code;kalmantic;peakinfer;PeakInfer;1.0.0;2;;;;https://marketplace.visualstudio.com/items?itemName=kalmantic.peakinfer
Tag;llm;VSCode;Microsoft.VisualStudio.Code;kalmantic;peakinfer;PeakInfer;1.0.0;2;;;;https://marketplace.visualstudio.com/items?itemName=kalmantic.peakinfer
Tag;openai;VSCode;Microsoft.VisualStudio.Code;kalmantic;peakinfer;PeakInfer;1.0.0;2;;;;https://marketplace.visualstudio.com/items?itemName=kalmantic.peakinfer
Category;AI;VSCode;Microsoft.VisualStudio.Code;kanbanai;kanbanai-code;Kanban AI - CNQTTD;5.0.5;25;;;;https://marketplace.visualstudio.com/items?itemName=kanbanai.kanbanai-code
Tag;ai;VSCode;Microsoft.VisualStudio.Code;kanbanai;kanbanai-code;Kanban AI - CNQTTD;5.0.5;25;;;;https://marketplace.visualstudio.com/items?itemName=kanbanai.kanbanai-code
Tag;chatgpt;VSCode;Microsoft.VisualStudio.Code;kanbanai;kanbanai-code;Kanban AI - CNQTTD;5.0.5;25;;;;https://marketplace.visualstudio.com/items?itemName=kanbanai.kanbanai-code
Tag;claude;VSCode;Microsoft.VisualStudio.Code;kanbanai;kanbanai-code;Kanban AI - CNQTTD;5.0.5;25;;;;https://marketplace.visualstudio.com/items?itemName=kanbanai.kanbanai-code
Tag;llama;VSCode;Microsoft.VisualStudio.Code;kanbanai;kanbanai-code;Kanban AI - CNQTTD;5.0.5;25;;;;https://marketplace.visualstudio.com/items?itemName=kanbanai.kanbanai-code
Category;AI;VSCode;Microsoft.VisualStudio.Code;kandi;kandiforge-vscode;Kandi;1.0.16;14;;;;https://marketplace.visualstudio.com/items?itemName=kandi.kandiforge-vscode
Tag;ai;VSCode;Microsoft.VisualStudio.Code;kandi;kandiforge-vscode;Kandi;1.0.16;14;;;;https://marketplace.visualstudio.com/items?itemName=kandi.kandiforge-vscode
Tag;claude;VSCode;Microsoft.VisualStudio.Code;kandi;kandiforge-vscode;Kandi;1.0.16;14;;;;https://marketplace.visualstudio.com/items?itemName=kandi.kandiforge-vscode
Tag;copilot;VSCode;Microsoft.VisualStudio.Code;kandi;kandiforge-vscode;Kandi;1.0.16;14;;;;https://marketplace.visualstudio.com/items?itemName=kandi.kandiforge-vscode
Tag;llm;VSCode;Microsoft.VisualStudio.Code;kandi;kandiforge-vscode;Kandi;1.0.16;14;;;;https://marketplace.visualstudio.com/items?itemName=kandi.kandiforge-vscode
Tag;ai;VSCode;Microsoft.VisualStudio.Code;kapthang;quickmd;QuickMD;1.0.0;18;;;;https://marketplace.visualstudio.com/items?itemName=kapthang.quickmd
Tag;llm;VSCode;Microsoft.VisualStudio.Code;kapthang;quickmd;QuickMD;1.0.0;18;;;;https://marketplace.visualstudio.com/items?itemName=kapthang.quickmd
Tag;ai;VSCode;Microsoft.VisualStudio.Code;karaniph;python-code-mentor;Python Code Mentor;2.2.3;22;;;;https://marketplace.visualstudio.com/items?itemName=karaniph.python-code-mentor
Tag;gemini;VSCode;Microsoft.VisualStudio.Code;karaniph;python-code-mentor;Python Code Mentor;2.2.3;22;;;;https://marketplace.visualstudio.com/items?itemName=karaniph.python-code-mentor
Category;AI;VSCode;Microsoft.VisualStudio.Code;karl-seryani;betterprompt;BetterPrompt;1.9.0;7;;;;https://marketplace.visualstudio.com/items?itemName=karl-seryani.betterprompt
Tag;ai;VSCode;Microsoft.VisualStudio.Code;karl-seryani;betterprompt;BetterPrompt;1.9.0;7;;;;https://marketplace.visualstudio.com/items?itemName=karl-seryani.betterprompt
Tag;copilot;VSCode;Microsoft.VisualStudio.Code;karl-seryani;betterprompt;BetterPrompt;1.9.0;7;;;;https://marketplace.visualstudio.com/items?itemName=karl-seryani.betterprompt
Tag;ai;VSCode;Microsoft.VisualStudio.Code;karthik4621r;local-llm-chat;Local LLM Chat;1.0.10;220;;;;https://marketplace.visualstudio.com/items?itemName=karthik4621r.local-llm-chat
Tag;llm;VSCode;Microsoft.VisualStudio.Code;karthik4621r;local-llm-chat;Local LLM Chat;1.0.10;220;;;;https://marketplace.visualstudio.com/items?itemName=karthik4621r.local-llm-chat
Tag;ollama;VSCode;Microsoft.VisualStudio.Code;karthik4621r;local-llm-chat;Local LLM Chat;1.0.10;220;;;;https://marketplace.visualstudio.com/items?itemName=karthik4621r.local-llm-chat
Tag;ai;VSCode;Microsoft.VisualStudio.Code;kbmjj123;zd-vscode-chatgpt;ZDChatGPT - improve your code, add tests & find bugs;1.6.4;800;;;;https://marketplace.visualstudio.com/items?itemName=kbmjj123.zd-vscode-chatgpt
Tag;chatgpt;VSCode;Microsoft.VisualStudio.Code;kbmjj123;zd-vscode-chatgpt;ZDChatGPT - improve your code, add tests & find bugs;1.6.4;800;;;;https://marketplace.visualstudio.com/items?itemName=kbmjj123.zd-vscode-chatgpt
Tag;copilot;VSCode;Microsoft.VisualStudio.Code;kbmjj123;zd-vscode-chatgpt;ZDChatGPT - improve your code, add tests & find bugs;1.6.4;800;;;;https://marketplace.visualstudio.com/items?itemName=kbmjj123.zd-vscode-chatgpt
Tag;openai;VSCode;Microsoft.VisualStudio.Code;kbmjj123;zd-vscode-chatgpt;ZDChatGPT - improve your code, add tests & find bugs;1.6.4;800;;;;https://marketplace.visualstudio.com/items?itemName=kbmjj123.zd-vscode-chatgpt
Category;AI;VSCode;Microsoft.VisualStudio.Code;kc-vstools;kc-cmrag1-chat;Copilot Chat CMrag1;0.1.0;;;;;https://marketplace.visualstudio.com/items?itemName=kc-vstools.kc-cmrag1-chat
Category;AI;VSCode;Microsoft.VisualStudio.Code;kd100100;kd100100-cline;My version of Cline;3.9.3;295;;;;https://marketplace.visualstudio.com/items?itemName=kd100100.kd100100-cline
Tag;ai;VSCode;Microsoft.VisualStudio.Code;kd100100;kd100100-cline;My version of Cline;3.9.3;295;;;;https://marketplace.visualstudio.com/items?itemName=kd100100.kd100100-cline
Tag;chatgpt;VSCode;Microsoft.VisualStudio.Code;kd100100;kd100100-cline;My version of Cline;3.9.3;295;;;;https://marketplace.visualstudio.com/items?itemName=kd100100.kd100100-cline
Tag;claude;VSCode;Microsoft.VisualStudio.Code;kd100100;kd100100-cline;My version of Cline;3.9.3;295;;;;https://marketplace.visualstudio.com/items?itemName=kd100100.kd100100-cline
Tag;llama;VSCode;Microsoft.VisualStudio.Code;kd100100;kd100100-cline;My version of Cline;3.9.3;295;;;;https://marketplace.visualstudio.com/items?itemName=kd100100.kd100100-cline
Tag;ai;VSCode;Microsoft.VisualStudio.Code;keijiro;codewhisker;CodeWhisker;0.0.90;485;;;;https://marketplace.visualstudio.com/items?itemName=keijiro.codewhisker
Tag;claude;VSCode;Microsoft.VisualStudio.Code;keijiro;codewhisker;CodeWhisker;0.0.90;485;;;;https://marketplace.visualstudio.com/items?itemName=keijiro.codewhisker
Tag;gemini;VSCode;Microsoft.VisualStudio.Code;keijiro;codewhisker;CodeWhisker;0.0.90;485;;;;https://marketplace.visualstudio.com/items?itemName=keijiro.codewhisker
